angle    w.speed (m/s)  frequency
315.1000      4.4900      0.0005
315.2000     17.9800      0.0006
315.2000      8.3200      0.0007
315.3000     15.3100      0.0008
315.3000     31.8200      0.0001
315.4000     10.9300      0.0016
315.4000      6.4400      0.0003
315.4000      9.1000      0.0011
315.4000      8.1900      0.0008
315.6000      7.2700      0.0007
315.7000      3.5900      0.0009
315.7000      9.2600      0.0009
315.7000     20.5300      0.0002
315.8000     17.0800      0.0006
315.8000      2.0500      0.0006
315.9000      4.8900      0.0005
315.9000     10.5500      0.0003
315.9000     19.8100      0.0003
315.9000      4.3500      0.0003
316.0000     10.2800      0.0009
316.0000     12.9100      0.0010
316.0000      8.6500      0.0002
316.0000     15.4300      0.0006
316.1000      6.7600      0.0005
316.1000      4.7600      0.0006
316.1000     23.4300      0.0002
316.1000      6.4500      0.0011
316.1000     13.2800      0.0009
316.3000     14.7100      0.0006
316.3000      2.7600      0.0005
316.3000      9.3600      0.0009
316.3000     15.4200      0.0006
316.3000     15.0100      0.0009
316.3000     13.7300      0.0005
316.4000      5.2700      0.0007
316.4000     14.5900      0.0006
316.5000      9.9700      0.0010
316.5000     13.7100      0.0003
316.5000      7.8900      0.0008
316.5000      5.9700      0.0007
316.6000      1.7700      0.0005
316.6000     10.3800      0.0007
316.7000     15.5800      0.0009
316.7000      7.5900      0.0008
316.7000     11.8800      0.0007
316.7000     12.2000      0.0006
316.7000      9.1500      0.0009
316.7000     14.6500      0.0005
316.7000     13.0400      0.0006
316.7000     14.8900      0.0010
316.7000      5.1700      0.0003
316.8000      4.8600      0.0003
316.8000     14.9000      0.0008
316.8000      4.4600      0.0007
316.9000     15.3400      0.0006
316.9000     12.6200      0.0006
317.0000      9.2100      0.0010
317.0000     12.5100      0.0003
317.0000     10.8700      0.0010
317.0000      6.5000      0.0007
317.1000      9.7700      0.0014
317.1000     13.9500      0.0005
317.1000     10.7300      0.0007
317.2000      4.9900      0.0003
317.2000     12.9100      0.0010
317.2000      5.0000      0.0003
317.2000      6.7100      0.0009
317.2000      3.5500      0.0011
317.3000      2.2000      0.0003
317.3000      2.0200      0.0002
317.3000     14.3100      0.0005
317.3000     11.1500      0.0006
317.3000      8.2000      0.0011
317.4000     10.9300      0.0016
317.4000      4.8500      0.0003
317.4000      9.3100      0.0006
317.5000      2.4500      0.0005
317.5000      6.7400      0.0010
317.5000      6.0900      0.0006
317.5000      7.9400      0.0005
317.6000     10.4700      0.0013
317.6000      2.8600      0.0002
317.6000      3.9200      0.0005
317.7000     11.9500      0.0010
317.7000     11.4400      0.0005
317.7000     10.7500      0.0008
317.8000     11.0900      0.0011
317.8000      3.9000      0.0006
317.8000     10.9700      0.0006
318.0000      3.2000      0.0005
318.0000     10.0700      0.0008
318.1000     10.7900      0.0003
318.1000     14.0400      0.0010
318.1000      3.5500      0.0011
318.2000      8.5300      0.0007
318.2000     15.1300      0.0007
318.2000     13.6700      0.0005
318.2000      2.3900      0.0008
318.2000      8.6100      0.0006
318.3000     10.3800      0.0007
318.4000      5.3800      0.0011
318.5000      4.5900      0.0009
318.5000     12.3900      0.0010
318.5000     14.8900      0.0010
318.5000     13.3300      0.0002
318.6000     10.1100      0.0005
318.6000      5.3100      0.0007
318.6000      8.6000      0.0007
318.6000     15.8100      0.0006
318.7000      3.4400      0.0006
318.7000      9.8500      0.0013
318.7000     15.0400      0.0001
318.7000      7.7600      0.0009
318.7000     11.6200      0.0011
318.7000      8.4700      0.0017
318.7000      8.1800      0.0010
318.7000      6.2500      0.0009
318.7000      7.8900      0.0008
318.8000      7.1900      0.0007
318.8000      4.5400      0.0002
318.8000      4.8400      0.0003
318.8000     14.8200      0.0011
318.8000     11.5000      0.0010
318.9000     14.9700      0.0002
318.9000      7.5600      0.0006
318.9000      8.4700      0.0017
318.9000      5.3200      0.0003
318.9000      5.6000      0.0002
318.9000      4.4000      0.0003
319.0000      1.7700      0.0005
319.1000     11.2900      0.0007
319.1000     11.6000      0.0006
319.1000     14.6100      0.0006
319.1000     12.9600      0.0008
319.3000     10.3000      0.0007
319.4000     12.5200      0.0008
319.4000      6.0400      0.0008
319.5000     17.8800      0.0005
319.5000     12.7100      0.0007
319.6000      3.7100      0.0002
319.6000     14.6300      0.0007
319.7000     12.2200      0.0005
319.7000     11.4100      0.0005
319.8000     10.4700      0.0013
319.8000     11.8400      0.0002
319.9000     14.2100      0.0007
319.9000     19.4200      0.0002
319.9000     10.5600      0.0006
319.9000      7.3100      0.0009
320.0000     14.4300      0.0007
320.0000      7.5700      0.0010
320.0000      7.2200      0.0011
320.0000     11.2700      0.0011
320.1000      3.4100      0.0006
320.1000      3.6700      0.0003
320.1000      9.3400      0.0013
320.1000     12.0000      0.0003
320.1000      7.1800      0.0005
320.1000     14.9000      0.0008
320.1000     17.6400      0.0006
320.1000      5.3100      0.0007
320.2000      6.3500      0.0009
320.2000     10.3100      0.0009
320.2000     14.9200      0.0003
320.2000      0.4900      0.0001
320.2000     15.2000      0.0008
320.2000      4.4200      0.0005
320.3000     14.7400      0.0002
320.3000      8.6700      0.0015
320.3000      3.6500      0.0006
320.4000     19.2400      0.0003
320.4000     15.2200      0.0009
320.4000      1.6500      0.0003
320.4000     11.0600      0.0013
320.4000      7.6400      0.0009
320.4000      6.5100      0.0008
320.5000     11.6600      0.0008
320.5000     10.4700      0.0013
320.5000      9.1300      0.0010
320.6000      4.2200      0.0007
320.6000     11.4800      0.0010
320.7000     10.3700      0.0010
320.7000      7.0800      0.0011
320.7000      2.5000      0.0011
320.8000     16.2400      0.0006
320.8000      3.0500      0.0005
320.9000     16.8400      0.0006
320.9000      9.4200      0.0010
320.9000     15.7000      0.0007
321.1000     14.3700      0.0014
321.1000     12.7300      0.0007
321.1000      4.7100      0.0007
321.2000      9.8800      0.0005
321.2000      7.7100      0.0008
321.3000     14.9100      0.0002
321.3000     15.3200      0.0006
321.3000      7.9800      0.0006
321.3000      8.2700      0.0011
321.3000     21.7000      0.0002
321.4000     18.6300      0.0001
321.4000     18.7700      0.0005
321.5000      7.8400      0.0010
321.5000      2.5600      0.0006
321.5000      4.7600      0.0006
321.5000     18.5400      0.0001
321.5000      5.4100      0.0003
321.5000     10.0200      0.0011
321.5000     10.1100      0.0005
321.6000     15.6400      0.0011
321.6000     14.9200      0.0003
321.6000      5.1800      0.0003
321.6000      9.7500      0.0010
321.6000      7.6200      0.0007
321.7000     15.7100      0.0005
321.7000     15.6000      0.0010
321.8000     18.6900      0.0001
321.8000      8.2100      0.0007
321.8000      8.3900      0.0008
321.8000     12.8100      0.0007
321.8000     31.5100      0.0001
321.9000      8.8400      0.0005
321.9000      1.3900      0.0003
321.9000     10.5600      0.0006
321.9000      7.5000      0.0009
321.9000      8.0100      0.0008
321.9000      5.0300      0.0005
321.9000     15.3700      0.0008
321.9000      8.5100      0.0009
321.9000      9.5900      0.0009
322.0000      4.2800      0.0008
322.0000     13.2100      0.0005
322.0000      2.3900      0.0008
322.0000     10.7300      0.0007
322.0000     14.9400      0.0008
322.0000      9.3000      0.0009
322.1000     10.4600      0.0005
322.1000      4.4200      0.0005
322.2000     10.5900      0.0007
322.2000     14.3600      0.0005
322.2000      8.8900      0.0010
322.2000      3.4100      0.0006
322.3000      7.5700      0.0010
322.3000     12.5600      0.0003
322.3000     14.5800      0.0005
322.3000      6.0600      0.0005
322.4000     13.4200      0.0006
322.4000      7.9700      0.0008
322.4000      4.5000      0.0002
322.4000      4.5500      0.0005
322.5000      8.7400      0.0010
322.5000      5.3000      0.0007
322.6000     10.5400      0.0005
322.6000      6.7000      0.0002
322.6000      4.7400      0.0007
322.6000      8.1200      0.0009
322.6000     10.1600      0.0010
322.7000      9.1300      0.0010
322.7000      9.5300      0.0015
322.7000      2.7400      0.0005
322.8000      7.3200      0.0007
322.8000      9.9500      0.0009
322.8000      2.5100      0.0009
322.8000      9.3000      0.0009
322.9000      6.3200      0.0006
322.9000      9.7600      0.0005
323.0000     10.6300      0.0009
323.0000     10.4200      0.0008
323.0000     15.0100      0.0009
323.0000     12.9200      0.0008
323.1000      6.3900      0.0007
323.1000      8.2900      0.0009
323.1000     16.5800      0.0006
323.1000     13.0700      0.0007
323.1000      4.7100      0.0007
323.2000     17.7900      0.0003
323.2000      7.2800      0.0009
323.2000     19.4700      0.0001
323.3000     10.6700      0.0002
323.4000     17.7500      0.0002
323.5000     20.0900      0.0001
323.5000      7.8800      0.0011
323.5000      6.8100      0.0007
323.5000      8.6700      0.0015
323.6000     10.7700      0.0007
323.6000      8.2500      0.0008
323.6000      7.5800      0.0006
323.6000      2.8200      0.0006
323.7000     10.8100      0.0010
323.8000     16.4000      0.0007
323.8000     12.5800      0.0007
323.9000     10.1000      0.0010
324.0000      8.1300      0.0014
324.0000     29.4400      0.0001
324.0000      7.4300      0.0007
324.2000      2.6300      0.0005
324.2000      8.7400      0.0010
324.2000     14.8700      0.0003
324.2000      9.4900      0.0003
324.2000     16.1300      0.0005
324.3000     15.1600      0.0005
324.3000     12.5700      0.0008
324.3000     18.1500      0.0005
324.4000     15.5600      0.0007
324.4000      3.8600      0.0003
324.4000      9.6300      0.0015
324.4000      9.3100      0.0006
324.5000      7.3800      0.0007
324.5000      3.8000      0.0002
324.5000      7.6000      0.0005
324.5000      8.1300      0.0014
324.5000     10.9800      0.0007
324.5000     14.5700      0.0007
324.6000     16.2000      0.0007
324.6000      7.8900      0.0008
324.6000     17.2100      0.0006
324.6000      5.2700      0.0007
324.7000      2.0800      0.0001
324.7000      5.2000      0.0008
324.8000      6.3600      0.0002
324.8000      0.7300      0.0001
324.8000      8.6000      0.0007
324.8000      3.4800      0.0005
324.9000     14.2100      0.0007
324.9000      6.6400      0.0009
324.9000     10.1300      0.0002
325.1000     15.2200      0.0009
325.2000     19.9000      0.0009
325.2000      9.4800      0.0002
325.2000      7.0800      0.0011
325.2000      9.6300      0.0015
325.2000      4.4600      0.0007
325.3000     10.8000      0.0007
325.3000      6.8000      0.0005
325.3000     10.7400      0.0007
325.3000      1.7800      0.0002
325.4000     15.7000      0.0007
325.4000     15.5600      0.0007
325.4000      9.2100      0.0010
325.5000      7.9200      0.0013
325.5000      9.2100      0.0010
325.5000      5.9200      0.0007
325.5000      6.4500      0.0011
325.6000      9.0200      0.0007
325.6000     10.9600      0.0003
325.7000      4.9200      0.0007
325.8000      7.3500      0.0011
325.8000     11.2900      0.0007
326.0000     11.2600      0.0003
326.0000     12.7400      0.0014
326.0000      9.9500      0.0009
326.0000     16.4900      0.0001
326.1000     13.6700      0.0005
326.1000     16.0600      0.0006
326.1000     17.7400      0.0002
326.1000      9.2600      0.0009
326.2000     10.1900      0.0007
326.2000      8.5300      0.0007
326.3000      4.9500      0.0007
326.4000      9.9000      0.0005
326.5000      9.1000      0.0011
326.5000     20.4700      0.0001
326.5000      9.9000      0.0005
326.5000      9.9800      0.0006
326.5000      8.9200      0.0008
326.5000      7.0000      0.0008
326.5000      7.6100      0.0007
326.6000     20.7200      0.0005
326.6000     14.2700      0.0005
326.6000      9.1500      0.0009
326.6000     15.7300      0.0009
326.6000      7.8700      0.0014
326.6000     27.7700      0.0001
326.6000     10.2100      0.0002
326.7000      1.3700      0.0002
326.7000      8.0200      0.0007
326.8000     17.3000      0.0005
326.8000      9.6300      0.0015
326.8000     21.3300      0.0001
326.9000     18.2800      0.0002
326.9000      9.9200      0.0007
327.0000      9.6900      0.0011
327.0000     17.1700      0.0006
327.0000     10.2500      0.0010
327.0000     11.5300      0.0010
327.0000      7.6300      0.0008
327.0000      1.5400      0.0003
327.0000     16.4300      0.0008
327.0000     10.3400      0.0007
327.0000      6.1200      0.0008
327.1000      9.5700      0.0008
327.2000      4.3100      0.0002
327.2000     11.5400      0.0014
327.2000      4.5700      0.0002
327.2000      7.9100      0.0009
327.3000      2.4700      0.0002
327.3000      9.2300      0.0010
327.3000     14.2200      0.0005
327.4000      5.9900      0.0008
327.5000     10.0700      0.0008
327.5000      9.6800      0.0002
327.5000      8.1300      0.0014
327.5000     10.1900      0.0007
327.6000     14.4100      0.0005
327.6000     16.3000      0.0005
327.7000      2.3500      0.0007
327.7000      7.8200      0.0005
327.8000      7.8500      0.0009
327.8000     16.0300      0.0005
327.8000     11.0600      0.0013
328.0000     10.2200      0.0006
328.0000     22.9600      0.0001
328.1000     19.5700      0.0002
328.1000      4.9500      0.0007
328.2000      9.8700      0.0007
328.2000      8.2100      0.0007
328.2000      1.8900      0.0002
328.2000     12.4300      0.0003
328.2000      7.1300      0.0007
328.3000      5.2800      0.0005
328.5000     29.0200      0.0001
328.5000      3.1000      0.0006
328.5000     15.4300      0.0006
328.5000      8.1000      0.0016
328.5000      8.3100      0.0007
328.6000      8.0400      0.0013
328.6000      2.5000      0.0011
328.6000     11.0900      0.0011
328.7000     11.5400      0.0014
328.7000      6.0800      0.0008
328.7000     11.8300      0.0009
328.7000      8.9800      0.0010
328.8000     12.1800      0.0009
328.8000     21.2700      0.0003
328.8000      3.3800      0.0005
328.8000     22.0300      0.0001
328.8000      7.6300      0.0008
328.9000      4.5600      0.0001
328.9000      5.5000      0.0008
329.0000     15.4200      0.0006
329.0000     20.4500      0.0002
329.0000     18.9400      0.0006
329.1000      5.2400      0.0010
329.1000      5.3700      0.0006
329.1000      6.9200      0.0006
329.1000     12.0300      0.0009
329.1000     10.3900      0.0008
329.2000      5.0700      0.0005
329.2000      4.1000      0.0009
329.2000     14.3700      0.0014
329.2000     20.6200      0.0006
329.2000      5.5100      0.0005
329.2000      4.5900      0.0009
329.2000      9.0000      0.0008
329.3000     14.4300      0.0007
329.3000      7.5400      0.0006
329.3000      2.5600      0.0006
329.4000     12.9600      0.0008
329.5000     15.6500      0.0008
329.5000      8.5300      0.0007
329.5000      7.5400      0.0006
329.6000     11.8000      0.0007
329.6000     12.0600      0.0006
329.7000      8.6600      0.0006
329.7000     13.3100      0.0010
329.7000      8.6400      0.0007
329.7000      4.7900      0.0007
329.7000     17.2400      0.0005
329.8000      9.9400      0.0009
329.8000      4.4700      0.0002
329.8000     19.9200      0.0005
329.9000      4.1400      0.0001
329.9000     13.8500      0.0008
329.9000     11.3600      0.0013
329.9000      2.3600      0.0005
329.9000      2.0000      0.0008
329.9000      9.7500      0.0010
329.9000     11.5600      0.0015
329.9000     11.8200      0.0002
330.0000      7.2100      0.0007
330.0000      1.6300      0.0002
330.0000      7.1700      0.0015
330.0000     11.2300      0.0010
330.1000     14.8400      0.0008
330.1000      7.0700      0.0011
330.2000     22.6800      0.0003
330.2000     10.3600      0.0008
330.2000     18.6500      0.0005
330.2000     14.8600      0.0007
330.2000      9.3800      0.0005
330.2000      6.9500      0.0010
330.2000      6.5700      0.0007
330.3000      9.2000      0.0006
330.3000      8.2700      0.0011
330.4000     15.3900      0.0006
330.4000     28.5600      0.0001
330.4000      8.1700      0.0014
330.4000     13.9500      0.0005
330.5000      5.3000      0.0007
330.5000     10.7900      0.0003
330.5000      8.7600      0.0007
330.5000      9.5700      0.0008
330.5000     10.3900      0.0008
330.6000     20.0600      0.0002
330.7000     15.8600      0.0005
330.7000     12.4300      0.0003
330.7000      7.2200      0.0011
330.7000      7.1700      0.0015
330.7000     15.7300      0.0009
330.8000     15.1100      0.0008
330.8000     11.9700      0.0014
330.8000     10.3700      0.0010
330.8000      5.4200      0.0008
330.8000      9.3000      0.0009
330.9000      8.0800      0.0007
330.9000      6.0400      0.0008
330.9000     12.7100      0.0007
331.0000      8.0600      0.0008
331.0000     13.0000      0.0005
331.0000     16.1700      0.0003
331.1000     11.6200      0.0011
331.1000      2.5000      0.0011
331.1000      4.4300      0.0003
331.1000      9.1500      0.0009
331.2000     12.9600      0.0008
331.3000      7.2900      0.0005
331.3000      5.9900      0.0008
331.3000      9.6500      0.0007
331.3000     10.4900      0.0013
331.4000     19.7800      0.0002
331.4000     10.9100      0.0009
331.4000     12.6200      0.0006
331.4000     10.3000      0.0007
331.4000      7.7900      0.0006
331.5000     15.8200      0.0003
331.5000     16.0600      0.0006
331.5000      2.8200      0.0006
331.5000      3.8800      0.0003
331.5000      7.9100      0.0009
331.5000      4.1900      0.0006
331.6000      6.9500      0.0010
331.6000      6.9700      0.0010
331.6000      4.0700      0.0005
331.6000      6.8800      0.0009
331.7000     18.2000      0.0001
331.7000      4.9500      0.0007
331.7000      6.3500      0.0009
331.8000     10.6800      0.0007
331.8000     14.3800      0.0006
331.8000     18.8700      0.0002
331.9000      9.4000      0.0009
331.9000     15.8500      0.0002
331.9000     12.2100      0.0007
331.9000      5.9500      0.0005
332.0000     10.5900      0.0007
332.0000     10.3300      0.0014
332.1000     12.4800      0.0007
332.1000     15.1500      0.0002
332.1000      7.4000      0.0006
332.2000      8.3300      0.0006
332.2000     16.3000      0.0005
332.2000     12.9000      0.0006
332.3000      7.6600      0.0014
332.3000     12.4200      0.0007
332.3000     13.7400      0.0008
332.3000     14.0400      0.0010
332.4000      6.0900      0.0006
332.4000     12.8200      0.0013
332.4000      8.5000      0.0010
332.4000     16.7200      0.0003
332.5000      8.5200      0.0005
332.5000      6.3500      0.0009
332.5000      7.2200      0.0011
332.5000      8.7700      0.0006
332.6000     11.9300      0.0003
332.6000      8.5400      0.0011
332.7000      7.9300      0.0008
332.7000     22.8600      0.0001
332.7000     10.4100      0.0011
332.7000     13.2100      0.0005
332.8000     10.0400      0.0006
332.8000     21.6200      0.0002
332.8000     16.6900      0.0007
332.8000      6.3700      0.0008
332.8000      9.1900      0.0009
332.8000     13.2600      0.0011
332.9000      5.9900      0.0008
332.9000      5.6400      0.0005
332.9000      7.4100      0.0006
332.9000      7.4700      0.0015
332.9000     16.1400      0.0006
332.9000      6.5700      0.0007
332.9000     10.3900      0.0008
332.9000      6.5000      0.0007
332.9000      2.6400      0.0002
332.9000      8.1200      0.0009
333.0000     11.0800      0.0007
333.0000      7.4300      0.0007
333.0000      8.1500      0.0011
333.0000     20.1200      0.0002
333.1000      8.4100      0.0008
333.1000      4.4600      0.0007
333.1000     23.0200      0.0002
333.2000     12.8200      0.0013
333.3000     12.3100      0.0007
333.3000      0.1000      0.0001
333.3000     13.9300      0.0005
333.3000      8.7000      0.0007
333.3000     15.9900      0.0006
333.3000      5.4800      0.0003
333.4000     11.8800      0.0007
333.4000     10.1400      0.0008
333.4000      5.0900      0.0011
333.4000     19.9200      0.0005
333.4000      1.3300      0.0002
333.5000     16.2700      0.0010
333.5000      9.3500      0.0008
333.5000      6.9800      0.0005
333.5000     21.9100      0.0002
333.5000      9.5900      0.0009
333.5000     18.2100      0.0002
333.5000      7.8900      0.0008
333.6000      7.7700      0.0010
333.6000     15.5800      0.0009
333.6000      9.3000      0.0009
333.6000      3.6700      0.0003
333.6000     13.8400      0.0008
333.6000     19.9900      0.0002
333.6000      2.9500      0.0006
333.6000     20.0500      0.0002
333.6000      8.1100      0.0002
333.7000     11.7500      0.0006
333.7000     19.0200      0.0006
333.7000      9.6900      0.0011
333.7000     19.3300      0.0005
333.7000      7.5300      0.0001
333.7000     27.0500      0.0001
333.7000      8.0600      0.0008
333.7000     13.3100      0.0010
333.8000      8.1900      0.0008
333.8000     15.8200      0.0003
333.8000      8.0800      0.0007
333.9000     13.0200      0.0006
333.9000     13.6800      0.0009
333.9000     13.4000      0.0009
334.0000     15.3700      0.0008
334.0000     24.1800      0.0001
334.0000      8.6300      0.0007
334.0000      7.8700      0.0014
334.1000     17.8400      0.0006
334.1000     15.2300      0.0003
334.1000      8.3100      0.0007
334.1000     16.6700      0.0005
334.1000      5.0800      0.0006
334.1000     10.8700      0.0010
334.1000     13.0700      0.0007
334.2000      4.3900      0.0006
334.2000     19.2400      0.0003
334.2000      8.0900      0.0006
334.2000     12.3600      0.0008
334.3000      8.9800      0.0010
334.3000     10.2200      0.0006
334.3000      7.6600      0.0014
334.3000     14.9300      0.0005
334.3000     16.3700      0.0007
334.4000     10.9700      0.0006
334.4000     13.2300      0.0007
334.4000      6.6700      0.0005
334.4000      7.2200      0.0011
334.4000     13.5000      0.0009
334.4000     16.8600      0.0006
334.4000     10.2700      0.0009
334.5000     16.3100      0.0002
334.5000      4.2100      0.0007
334.5000      8.2400      0.0003
334.5000     15.0500      0.0005
334.6000      7.9200      0.0013
334.6000      6.8100      0.0007
334.6000      8.0400      0.0013
334.6000     11.0200      0.0005
334.6000      9.0100      0.0005
334.6000      8.4000      0.0008
334.6000      6.5300      0.0007
334.6000     10.2600      0.0007
334.6000     15.5700      0.0007
334.6000     15.8500      0.0002
334.7000     15.5800      0.0009
334.7000      4.6500      0.0007
334.7000      9.5000      0.0013
334.8000     12.6300      0.0010
334.8000      9.7800      0.0011
334.9000     17.0600      0.0003
334.9000      9.5300      0.0015
334.9000      9.5200      0.0010
334.9000      8.3200      0.0007
334.9000     13.2400      0.0006
334.9000     23.4600      0.0002
335.0000     12.1900      0.0013
335.1000      9.0700      0.0009
335.1000     10.4800      0.0009
335.1000      7.8800      0.0011
335.1000     13.7500      0.0003
335.1000      3.6500      0.0006
335.1000      3.9400      0.0006
335.1000     21.1600      0.0001
335.1000      6.7100      0.0009
335.2000     14.3300      0.0008
335.2000     12.1900      0.0013
335.2000      8.2400      0.0003
335.2000      8.9900      0.0010
335.3000      6.6900      0.0006
335.3000      4.9700      0.0005
335.3000      8.3300      0.0006
335.3000     14.1000      0.0006
335.4000      7.3400      0.0013
335.4000     10.3000      0.0007
335.4000      6.2600      0.0007
335.4000      9.3900      0.0005
335.4000     10.6000      0.0014
335.5000     23.9000      0.0001
335.5000      5.2100      0.0009
335.5000     16.3400      0.0005
335.5000     16.6200      0.0002
335.5000     21.7500      0.0001
335.6000      5.4800      0.0003
335.7000      8.3800      0.0010
335.7000      8.5500      0.0005
335.8000      7.2700      0.0007
335.8000     14.3400      0.0011
335.8000      5.3400      0.0002
335.8000      9.9500      0.0009
335.9000     10.9300      0.0016
335.9000      2.5000      0.0011
335.9000      8.8600      0.0013
335.9000     22.3300      0.0001
335.9000     11.2000      0.0009
335.9000     14.5800      0.0005
336.0000     10.7900      0.0003
336.0000     10.2400      0.0009
336.1000      5.4200      0.0008
336.1000      4.3700      0.0002
336.1000      1.9300      0.0003
336.2000      6.2800      0.0005
336.2000      6.6600      0.0003
336.2000      8.6700      0.0015
336.3000     22.8200      0.0003
336.3000     25.2100      0.0001
336.3000     13.2200      0.0006
336.3000     19.3800      0.0005
336.4000      1.9400      0.0002
336.4000      7.2500      0.0006
336.5000      8.7300      0.0007
336.5000     13.6100      0.0006
336.5000      2.8800      0.0005
336.5000      6.9900      0.0002
336.5000      2.6100      0.0003
336.6000      8.4100      0.0008
336.6000      0.8100      0.0001
336.6000      6.3200      0.0006
336.6000     10.3800      0.0007
336.6000     10.0500      0.0008
336.7000     13.5000      0.0009
336.7000     21.7000      0.0002
336.7000     14.9000      0.0008
336.7000     15.8900      0.0003
336.7000     14.2200      0.0005
336.8000     13.4900      0.0003
336.8000      4.5500      0.0005
336.8000     23.0700      0.0001
336.8000      5.2000      0.0008
336.9000      7.7800      0.0008
336.9000      6.9600      0.0005
337.0000      5.2000      0.0008
337.0000      7.4000      0.0006
337.0000      5.9900      0.0008
337.0000     15.5200      0.0006
337.1000      5.3800      0.0011
337.1000      1.0000      0.0001
337.1000      9.7900      0.0008
337.1000      8.1800      0.0010
337.1000     14.1100      0.0006
337.2000     12.4700      0.0005
337.3000      6.4300      0.0011
337.3000     14.3700      0.0014
337.4000      4.2100      0.0007
337.4000     17.1100      0.0005
337.4000      7.6200      0.0007
337.4000     17.5500      0.0005
337.4000     12.6300      0.0010
337.4000      3.4900      0.0007
337.4000     13.2000      0.0009
337.5000      5.0900      0.0011
337.5000     11.7700      0.0008
337.5000     14.0000      0.0003
337.5000      9.6900      0.0011
337.6000      6.2300      0.0008
337.6000     12.8800      0.0005
337.7000     10.6000      0.0014
337.8000      6.6400      0.0009
337.8000      4.5900      0.0009
337.8000     21.7700      0.0001
337.8000      8.3000      0.0002
337.8000     17.7000      0.0005
337.9000     17.7600      0.0003
337.9000     17.3900      0.0002
337.9000      1.1500      0.0005
337.9000     15.5700      0.0007
337.9000      8.2700      0.0011
338.0000     19.2100      0.0002
338.0000      6.1500      0.0008
338.0000     14.8400      0.0008
338.1000     23.6100      0.0003
338.1000      3.5400      0.0005
338.1000      7.6800      0.0013
338.1000      8.0000      0.0006
338.2000      7.7000      0.0003
338.2000      6.8700      0.0008
338.2000      7.7500      0.0010
338.2000     11.1800      0.0008
338.3000      1.6300      0.0002
338.3000     16.2700      0.0010
338.3000      7.0200      0.0002
338.4000      4.2700      0.0005
338.4000      8.2200      0.0007
338.4000      2.7400      0.0005
338.5000     10.0300      0.0005
338.5000     17.7000      0.0005
338.5000      8.9800      0.0010
338.6000      8.2300      0.0006
338.6000     14.9500      0.0005
338.6000     11.4000      0.0005
338.6000      9.5300      0.0015
338.6000     10.5100      0.0008
338.6000     11.4200      0.0009
338.7000      4.8300      0.0005
338.7000     14.8900      0.0010
338.7000      3.6500      0.0006
338.8000     21.6000      0.0002
338.8000      2.9900      0.0001
338.8000      7.1700      0.0015
338.9000      9.6500      0.0007
338.9000      8.1500      0.0011
338.9000     12.3900      0.0010
339.0000     17.1000      0.0003
339.0000     16.2700      0.0010
339.0000     16.2500      0.0006
339.1000      9.0100      0.0005
339.1000     13.6000      0.0006
339.1000      4.0200      0.0003
339.1000      9.0200      0.0007
339.2000     10.3100      0.0009
339.2000      4.9300      0.0008
339.2000     10.7700      0.0007
339.3000     14.2000      0.0010
339.3000      9.0000      0.0008
339.3000      5.6600      0.0008
339.4000      7.6500      0.0002
339.4000     15.2900      0.0006
339.4000      7.6300      0.0008
339.4000     16.5800      0.0006
339.4000      5.6300      0.0005
339.5000      7.7400      0.0011
339.5000     15.5100      0.0008
339.6000      2.4000      0.0003
339.6000      9.7400      0.0006
339.6000      2.5700      0.0002
339.6000      3.8500      0.0006
339.6000     16.2000      0.0007
339.6000     17.0100      0.0003
339.6000     16.9700      0.0002
339.7000      8.1500      0.0011
339.7000      6.7000      0.0002
339.7000     20.0100      0.0006
339.7000     11.9000      0.0009
339.7000      7.3500      0.0011
339.7000     10.9500      0.0007
339.7000     20.3200      0.0001
339.7000     15.4800      0.0007
339.7000     16.4500      0.0007
339.7000      5.6100      0.0006
339.8000      7.5000      0.0009
339.8000     16.0200      0.0005
339.8000      1.1900      0.0003
339.8000      7.3300      0.0005
339.9000      6.3900      0.0007
339.9000     14.5100      0.0009
339.9000      6.2700      0.0008
339.9000     14.0300      0.0003
340.0000     14.9000      0.0008
340.0000      2.4800      0.0006
340.0000     16.8100      0.0003
340.0000     13.7800      0.0009
340.1000      9.2600      0.0009
340.1000     11.5200      0.0010
340.1000     18.0200      0.0002
340.1000     14.3700      0.0014
340.1000      8.9700      0.0005
340.2000     14.5900      0.0006
340.2000     15.9700      0.0003
340.2000      3.8600      0.0003
340.2000      7.9300      0.0008
340.2000      6.0900      0.0006
340.2000      6.6700      0.0005
340.3000      8.2300      0.0006
340.3000      8.7600      0.0007
340.3000     12.8700      0.0008
340.3000     12.4900      0.0005
340.3000      7.7700      0.0010
340.4000      5.9200      0.0007
340.4000     17.5300      0.0005
340.4000     12.8600      0.0010
340.4000      3.4100      0.0006
340.4000      6.1700      0.0006
340.4000     10.3600      0.0008
340.5000      9.5600      0.0005
340.5000      8.7200      0.0008
340.5000     15.4100      0.0005
340.6000      6.8100      0.0007
340.6000     20.7500      0.0007
340.6000      7.6100      0.0007
340.7000      7.9000      0.0007
340.7000     11.1800      0.0008
340.7000     18.9100      0.0001
340.7000     10.1000      0.0010
340.7000      7.4700      0.0015
340.7000      7.8000      0.0010
340.7000     15.3400      0.0006
340.8000      2.6000      0.0005
340.8000      5.0900      0.0011
340.8000      5.4900      0.0002
340.9000     19.6300      0.0002
340.9000      8.8800      0.0011
341.0000     19.1500      0.0002
